node	score
CCND1	9.07173439467441e-05
KDM6A	9.057594642738376e-05
ETFA	9.043715905478155e-05
RPL35	9.032938845921181e-05
MTHFD1	9.03271265072019e-05
AASDH	9.028416755336031e-05
NME8	8.983149938281746e-05
NDUFS2	8.965342585597022e-05
PARP1	8.944215333831174e-05
NFE2L2	8.932778349415987e-05
CREB1	8.928067308432475e-05
IDH3B	8.895741978525465e-05
MMP9	8.889412808611529e-05
CREBBP	8.834975303547773e-05
PCCB	8.81223788441504e-05
PRPS2	8.776382161744321e-05
ALDH1B1	8.776043196869469e-05
ALDH4A1	8.774066324549659e-05
ACACB	8.706591049868898e-05
SCARB2	8.638769380863677e-05
RPL12	8.627199906358604e-05
CDK1	8.592584775272856e-05
RPL26	8.576714698641023e-05
ATM	8.574115814640243e-05
IGF1	8.56308092509396e-05
EIF2S1	8.527772590157643e-05
HNF4A	8.519767441887519e-05
EHHADH	8.463725648334259e-05
ATP6	8.440881703985616e-05
TRIM28	8.429314882204699e-05
CXCL8	8.362193563936976e-05
IL10	8.360500519905477e-05
CDK4	8.356488635849095e-05
KDM6B	8.310845592186342e-05
SIRT3	8.247924046276306e-05
CYC1	8.102621399356178e-05
CDKN2A	8.096040382380782e-05
NDUFV2	8.045818499224744e-05
FOXO3	8.03291485611974e-05
ITGB1	8.030874228389444e-05
APOE	8.028673435095306e-05
MAPK1	7.929952293379464e-05
SQSTM1	7.929314426977374e-05
BRD4	7.901522220170214e-05
ACAA1	7.876023376502987e-05
HMGCL	7.849107103665398e-05
PALB2	7.840618049404952e-05
CDCA8	7.799957711387021e-05
PA2G4	7.793884960374937e-05
RPS12	7.746157317351079e-05
PINK1	7.745895716805669e-05
HMOX1	7.736760901924846e-05
ATP5PD	7.722229268651382e-05
BDNF	7.67670482056822e-05
KEAP1	7.655134183812507e-05
ACADVL	7.6208920895654e-05
POLR1A	7.600131272907294e-05
ACAT1	7.594497132756413e-05
CD34	7.579983283700052e-05
